ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
8B53,SURRES11DEL01,22,4.7,21.157735,72.768778,21.197735,72.808778,17-03-2022,12:10:00,12:15:00,conditions Sunny,High ,1,Buffet ,scooter ,1,No ,Urban ,(min) 18,"International Business Centre, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Surat, Gujarat, 392009, India"
BBDE,SURRES01DEL01,32,4.6,21.186438,72.794115,21.226438,72.834115,15-03-2022,15:30:00,15:45:00,conditions Fog,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 17,"Surat, Gujarat, 359009, India","Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
5DED,VADRES15DEL02,24,4.8,0.0,0.0,0.08,0.08,25-03-2022,22:10:00,22:15:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 15,,
1A70,MYSRES14DEL02,29,4.7,0.0,0.0,0.02,0.02,09-03-2022,10:35:00,10:45:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17,,
A9F,BANGRES13DEL01,NaN ,NaN ,12.935662,77.61413,12.975662,77.65413,11-03-2022,NaN ,15:30:00,conditions NaN,NaN ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 19,"Just Dial R&D, 116-119, 80 Feet Road, Koramangala 5th Block, Koramangala, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560030, India","1st Main Road, Gitanjali Layout, Thippasandra, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
4B7F,HYDRES13DEL03,26,4.7,17.431477,78.40035,17.491477,78.46035,05-03-2022,23:50:00,00:05:00,conditions Fog,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 10,"Road Number 45, CBI Colony, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India","Padma Nagar, Ward 131 Quthbullapur, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500009, India"
C606,BHPRES12DEL02,20,4.5,0.0,0.0,0.05,0.05,11-02-2022,21:10:00,21:25:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27,,
B962,CHENRES11DEL03,35,4.1,13.064181,80.236442,13.154181,80.326442,12-03-2022,20:25:00,20:40:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 37,"Sterling Avenue, Ward 110, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Ernavur, Zone 1 Tiruvottiyur, Mathavaram, Thiruvallur, Tamil Nadu, 600057, India"
633C,BANGRES010DEL03,39,4.6,12.933298,77.614293,13.023298,77.704293,29-03-2022,20:50:00,21:00:00,conditions Fog,Jam ,1,Drinks ,scooter ,2,No ,Metropolitian ,(min) 44,"Gully Coffee Roasters, 28, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560034, India","TC Palya, Seegehalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
2DC6,VADRES20DEL01,34,4.7,22.311358,73.164798,22.351358,73.204798,19-03-2022,12:35:00,12:45:00,conditions Windy,High ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 28,"Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
903A,BANGRES11DEL01,27,4.7,12.934365,77.616155,13.044365,77.726155,10-03-2022,21:00:00,21:15:00,conditions Cloudy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 42,"Patton House 2, 4th Cross, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560095, India","Hirandahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
C444,DEHRES01DEL01,30,4.8,0.0,0.0,0.11,0.11,16-02-2022,23:40:00,23:55:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25,,
1FB7,CHENRES02DEL01,25,4.4,13.086438,80.220672,13.196438,80.330672,27-03-2022,18:15:00,18:20:00,conditions Cloudy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 39,"Anna Nagar East 2nd Main Road, E Block, Ward 101, Zone 8 Anna Nagar, Chennai, Tamil Nadu, 600001, India","Anna Nagar, CMWSSB Division 2, Zone 1 Tiruvottiyur, Mathavaram, Thiruvallur, Tamil Nadu, 600057, India"
34D7,MUMRES04DEL01,25,4.7,19.254567,72.848923,19.364567,72.958923,27-03-2022,18:20:00,18:25:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 20,"Holy Cross Road, I C Colony, R/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400092, India","Bhiwandi Taluka, Thane, Maharashtra, India"
156B,JAPRES03DEL02,30,5,26.913483,75.803139,26.933483,75.823139,24-03-2022,11:45:00,11:50:00,conditions Stormy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 31,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Ramganj, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
56AD,HYDRES04DEL03,24,4.6,17.411028,78.329645,17.471028,78.389645,09-03-2022,20:45:00,20:55:00,conditions Stormy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 13,"ISB Road, Financial District, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Gandipet mandal, Ranga Reddy, Telangana, 500075, India","APHB Colony, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India"
837C,PUNERES14DEL02,39,4.8,18.516216,73.842527,18.566216,73.892527,03-03-2022,21:55:00,22:10:00,conditions Stormy,Jam ,1,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 28,"Hongkong Lane, Deccan Gymkhana, Pune City, Pune, Maharashtra, 411004, India","Jail Press Road, Ward 6, Pune City, Pune, Maharashtra, 411032, India"
CBC4,GOARES04DEL01,25,4.8,15.5696,73.742294,15.6096,73.782294,15-02-2022,12:45:00,12:50:00,conditions Windy,High ,1,Snack ,scooter ,1,No ,Urban ,(min) 19,"Curlie's, Curlies Road, Grand Peddem, Anjuna, Calangute, Bardez, North Goa, Goa, 403509, India","Chapel, MDR6, Valdal Vaddo, Siolim, Marna, Bardez, North Goa, Goa, 403517, India"
C19E,AURGRES08DEL02,37,4.6,19.876428,75.364792,19.956428,75.444792,18-02-2022,23:30:00,23:45:00,conditions Fog,Low ,0,Buffet ,motorcycle ,2,Yes ,Urban ,(min) 42,"N-3 Cidco, Cidco, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India","Patilwasti, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India"
1D60,BANGRES12DEL01,24,5,12.939496,77.625999,12.949496,77.635999,01-03-2022,10:50:00,10:55:00,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23,"Koramangala 6th Block, Ejipura, Bangalore South, Bengaluru Urban, Karnataka, 560095, India","ARPA Club, Inner Ring Road, Amarjyothi Layout, Domlur, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560007, India"
95FB,HYDRES05DEL01,25,4.2,17.433809,78.386744,17.543809,78.496744,23-03-2022,21:25:00,21:40:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 39,"Inorbit Mall Cyberabad, Inorbit Mall Road, Kavuri Hills, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","Dundigal mandal, Medchal–Malkajgiri, Telangana, 500100, India"
8195,RANCHIRES17DEL01,32,4.6,23.374878,85.335739,23.384878,85.345739,01-04-2022,10:10:00,10:20:00,conditions Stormy,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25,"circular road, Lālpur, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Tukitoli, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India"
C042,AGRRES010DEL01,34,4.7,-27.163303,78.057044,27.233303,78.127044,16-02-2022,23:00:00,23:05:00,conditions Sandstorms,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 15,,"Etmadpur, Agra, Uttar Pradesh, 283202, India"
6D19,INDORES12DEL02,38,4.9,22.74806,75.8934,22.76806,75.9134,11-03-2022,08:40:00,08:55:00,conditions Cloudy,Low ,2,Drinks ,scooter ,1,No ,Urban ,(min) 15,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Piplya Kumar, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
35E6,JAPRES15DEL03,36,4.8,26.891191,75.802083,26.981191,75.892083,14-03-2022,17:50:00,17:55:00,conditions Sunny,Medium ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 15,"Pankaj Singhvi Marg, Jyoti Nagar, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Amber Tehsil, Jaipur(Rural), Rajasthan, 302027, India"
B437,SURRES16DEL01,25,5,21.160437,72.774209,21.270437,72.884209,18-03-2022,20:25:00,20:40:00,conditions Stormy,Jam ,1,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 15,"Sizzling Salsa, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Adajan Taluka, Surat, Gujarat, 394105, India"
97E3,MYSRES16DEL02,29,5,12.316967,76.603067,12.366967,76.653067,01-04-2022,22:20:00,22:25:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 18,"Vijayanagara, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Metagalli Industrial Area, Shyadanahalli, Mysuru taluk, Mysuru, Karnataka, 570003, India"
A3E0,MUMRES05DEL03,36,4.7,18.927584,72.832585,19.017584,72.922585,04-04-2022,23:40:00,23:50:00,conditions Sandstorms,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 29,"Copper Chimney, Kaikhushru Dubash Marg, Kala Ghoda, A Ward, Zone 1, Mumbai City, Maharashtra, 400001, India","Central Avenue New Mandala Road, Bhabha Atomic Research Centre - BARC, M/E Ward, Zone 5, Mumbai Suburban, Maharashtra, 400007, India"
4161,COIMBRES19DEL02,33,4.7,11.022298,76.998349,11.072298,77.048349,11-03-2022,23:25:00,23:30:00,conditions Fog,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 20,"Avinashi Road, Peelamedu, Ward 39, North Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India","Ward 34, East Zone, Kalapatti, Coimbatore North, Coimbatore, Tamil Nadu, 641048, India"
1236,MYSRES07DEL01,36,4.4,12.325461,76.632278,12.365461,76.672278,13-03-2022,12:40:00,12:55:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 39,"2nd Main Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kesare, Mysuru taluk, Mysuru, Karnataka, 570026, India"
2558,PUNERES17DEL01,21,4.8,18.530963,73.828972,18.640963,73.938972,04-03-2022,23:30:00,23:45:00,conditions Windy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 19,"Model Colony, Pune City, Pune, Maharashtra, 411016, India","Haveli, Pune, Maharashtra, 411047, India"
3185,HYDRES19DEL03,25,4.8,17.458998,78.500366,17.488998,78.530366,26-03-2022,23:55:00,00:10:00,conditions Cloudy,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 19,"Purple Leaf, Wellington Road, P&T Colony, Marredpally mandal, Tirumalagiri mandal, Hyderabad, Telangana, 500015, India","Vivekanandapuram, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, 500056, India"
3C57,MUMRES14DEL02,23,4.8,19.1813,72.836191,19.3113,72.966191,16-03-2022,22:50:00,23:00:00,conditions Windy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 17,"Tango Fast Food and Juice Center, 5RHR+JHM kailash house, Link Road, P/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400064, India","Bhiwandi Taluka, Thane, Maharashtra, 400615, India"
4863,COIMBRES02DEL01,25,4.6,11.022477,76.995667,11.032477,77.005667,01-03-2022,10:25:00,10:40:00,conditions Stormy,Low ,2,Snack ,motorcycle ,1,No ,Urban ,(min) 15,"Peelamedu, Ward 39, North Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India","Ward 38, North Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
6757,INDORES05DEL02,24,4.3,22.727021,75.884167,22.747021,75.904167,15-03-2022,08:45:00,09:00:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 19,"Marathe Urban solutions, 302 B, Lala Banarsilal Dawar Marg, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452007, India","ServiceRoad, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
22AD,BANGRES03DEL03,27,4.6,12.979166,77.640709,13.069166,77.730709,04-03-2022,21:25:00,21:40:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Byyappanahalli, Byappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
9F99,MUMRES11DEL01,23,4.8,18.994237,72.825553,19.104237,72.935553,18-03-2022,22:35:00,22:40:00,conditions Cloudy,Low ,2,Snack ,scooter ,1,No ,Urban ,(min) 22,"Senapati Bapat Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai City, Maharashtra, 400018, India","Vikhroli Flyover, Godrej Creek Side Colony, N Ward, Zone 6, Mumbai Suburban, Maharashtra, 400083, India"
6781,MYSRES12DEL02,21,4.3,12.284747,76.625861,12.414747,76.755861,23-03-2022,20:10:00,20:20:00,conditions Fog,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 42,"Nrupatunga Road, Kuvempunagara, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Doddapalya, Srirangapattana taluk, Mandya, Karnataka, 570014, India"
1B8D,SURRES09DEL02,27,4.7,21.175975,72.795503,21.195975,72.815503,15-03-2022,10:55:00,11:10:00,conditions Sandstorms,Low ,2,Snack ,scooter ,0,No ,Urban ,(min) 12,"Majura Taluka, Surat, Gujarat, 395007, India","Old Bridge (Nehru Bridge), Surat, Gujarat, 395001, India"
1AEA,COIMBRES12DEL02,32,4.2,11.000762,76.981876,11.130762,77.111876,08-03-2022,20:35:00,20:45:00,conditions Cloudy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vadugapalayam, Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
1E42,SURRES08DEL01,25,4.6,21.173343,72.792731,21.283343,72.902731,10-03-2022,23:20:00,23:35:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23,"Majura Taluka, Surat, Gujarat, 395007, India","Kamrej Taluka, Surat, Gujarat, 394150, India"
DDC8,KNPRES05DEL02,39,4.7,26.479108,80.315042,26.499108,80.335042,11-02-2022,10:35:00,10:50:00,conditions Cloudy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 15,"Kanpur, Kanpur Nagar, Uttar Pradesh, 208002, India","Kanpur, Kanpur Nagar, Uttar Pradesh, India"
24AC,SURRES05DEL02,27,4.6,21.175104,72.804342,21.255104,72.884342,14-03-2022,23:45:00,23:50:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Ghod Dhod Road, Surat, Chorasi Taluka, Surat, Gujarat, 395007, India","Adajan Taluka, Surat, Gujarat, 394105, India"
3F01,MUMRES15DEL01,39,3.8,19.176269,72.836721,19.286269,72.946721,16-03-2022,19:55:00,20:00:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 37,"Goregaon Link Road, Bangur Nagar, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400090, India","Ghodbunder Service Road, Mogharpada, Gaimukh, Thane, Thane Taluka, Thane, Maharashtra, 400615, India"
628C,BANGRES15DEL02,31,4.8,12.975377,77.696664,13.025377,77.746664,01-03-2022,22:15:00,22:25:00,conditions Sandstorms,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 24,"HP, Outer Ring Road, LRDE Layout, Doddanekundi, Bangalore East, Bengaluru Urban, Karnataka, 560037, India","Doddabanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
6C38,RANCHIRES11DEL03,31,4.8,23.359194,85.325447,23.419194,85.385447,01-03-2022,23:10:00,23:15:00,conditions Sunny,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 13,"Punjab Sweet House, Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Kishunpur, Ranchi, Kanke, Ranchi, Jharkhand, 834117, India"
4BEB,MYSRES08DEL01,20,4.8,12.297954,76.665169,12.307954,76.675169,30-03-2022,09:15:00,09:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,NaN ,(min) 16,"Nike, Unit No 17, Gr Flr, Mall of Mysore, Kozhikode - Kollegal Highway, Race Course, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570022, India","Century Layout, Gayathripuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
8339,RANCHIRES07DEL02,36,4.9,23.359407,85.325055,23.439407,85.405055,02-03-2022,18:25:00,18:35:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 42,"Capitol Hill, Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Ranchi, Kanke, Ranchi, Jharkhand, 835217, India"
3EC5,RANCHIRES01DEL03,20,4.9,23.416792,85.316842,23.506792,85.406842,20-03-2022,22:10:00,22:20:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 17,"SH2, Chandwe, Ranchi, Kanke, Ranchi, Jharkhand, 834008, India","Ormanjhi, Ranchi, Jharkhand, India"
ADB4,JAPRES17DEL03,24,4.6,26.892312,75.806896,26.922313,75.836896,03-04-2022,20:50:00,21:05:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 25,"Motidungri Marg, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","Hida Ki Mori, Ramganj, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
6E2,VADRES06DEL01,NaN ,NaN ,22.31279,73.170283,22.42279,73.280283,02-04-2022,NaN ,18:25:00,conditions NaN,NaN ,3,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 25,"Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vagodhia Taluka, Vadodara, Gujarat, India"
2BC0,INDORES14DEL01,39,4.2,22.761593,75.886362,22.871593,75.996362,29-03-2022,18:45:00,18:50:00,conditions Fog,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 39,"Vrindavan Restaurant, 13 Old, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Silotiya, Sanwer Tahsil, Indore, Madhya Pradesh, India"
99E7,COIMBRES17DEL01,37,4.8,11.026117,76.944652,11.066117,76.984652,17-03-2022,14:55:00,15:05:00,conditions Sunny,High ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 18,"Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Ward 27, North Zone, Chinnavedampatti, Coimbatore North, Coimbatore, Tamil Nadu, 641049, India"
39EF,CHENRES11DEL01,32,4.9,13.064181,80.236442,13.104181,80.276442,17-03-2022,16:50:00,17:00:00,conditions Sandstorms,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,"Sterling Avenue, Ward 110, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Vallalar Nagar Bus Depot, Basin Bridge Road, Moolakothalam, CMWSSB Division 53, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
E264,KNPRES17DEL02,22,4.5,26.483042,80.317833,26.533042,80.367833,15-02-2022,22:20:00,22:35:00,conditions Sandstorms,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 18,"Kanpur, Kanpur Nagar, Uttar Pradesh, 208002, India","Trans Ganga City, Unnao, Uttar Pradesh, India"
BD03,COIMBRES12DEL02,23,4.9,11.000762,76.981876,11.130762,77.111876,18-03-2022,00:00:00,00:15:00,conditions Windy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 18,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vadugapalayam, Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
9A29,RANCHIRES04DEL01,33,4.7,23.359033,85.325347,23.469033,85.435347,08-03-2022,21:10:00,21:20:00,conditions Fog,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 49,"Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Ormanjhi, Ranchi, Jharkhand, India"
D0E5,KOLRES17DEL03,23,NaN ,22.569358,88.433452,22.599358,88.463452,17-02-2022,23:25:00,23:35:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 15,"Ocean Grill, Ring Road, GP Block, Sector V, Bidhannagar, North 24 Parganas, West Bengal, 700091, India","Eco Park, Action Area I, New Town, Bidhannagar, North 24 Parganas, West Bengal, 700162, India"
A480,BANGRES19DEL02,27,4.6,12.914264,77.6784,12.994264,77.7584,31-03-2022,23:30:00,23:35:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21,"The Hoot Cafe & Brewery, BBMP 2034/69,Sarjapur Main Road, Block 2 Village, Varthur Hobli, Kaikondrahalli, Sarjapur Road, Iblur, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India","Ujjval World School, SH35, VS Reddy Colony, Kadugodi, Belthur, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
B46C,MUMRES17DEL01,34,4.7,19.121999,72.908493,19.161999,72.948493,01-03-2022,14:20:00,14:35:00,conditions Sunny,High ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 23,"Hiranandani Gardens, Powai, Zone 6, Mumbai Suburban, Maharashtra, 400076, India","Nahur Gaon, T Ward, Zone 6, Mumbai Suburban, Maharashtra, 400080, India"
7150,SURRES14DEL01,26,5,21.157729,72.768726,21.167729,72.778726,03-04-2022,10:15:00,10:25:00,conditions Fog,Low ,2,Meal ,scooter ,1,No ,Urban ,(min) 11,"Domino's, International Business Center, Piplod, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Majura Taluka, Surat, Gujarat, 395007, India"
1E58,VADRES14DEL03,31,4.6,22.311603,73.165012,22.371603,73.225012,24-03-2022,21:20:00,21:35:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 25,"Atal Flyover Ramp, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
4460,PUNERES09DEL02,32,4.9,18.536562,73.896485,18.556562,73.916485,07-03-2022,08:50:00,08:55:00,conditions Fog,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 18,"Lane 8, Koregaon Park, Ghorpuri, Pune City, Pune, Maharashtra, 411037, India","Ward 12, Pune City, Pune, Maharashtra, 411014, India"
977D,INDORES19DEL02,27,4.7,22.745536,75.893106,22.765536,75.913106,09-03-2022,09:00:00,09:05:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 14,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Balaji Heights, Piplya Kumar, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
1602,BANGRES010DEL03,21,4.9,12.933298,77.614293,13.023298,77.704293,12-03-2022,17:45:00,18:00:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 36,"Gully Coffee Roasters, 28, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560034, India","TC Palya, Seegehalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
